company_code,order_number,employee,product,product_category,client,city,sale_date_time,product_cost,discount_amount,amount,total,form_of_payment,date,basket_id
39000,343,Donna Bailey,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 09:15:00,2.56,0.0,41.83,120.01,Debit Card,20170331,343no city20170331
39000,347,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:17:00,3.05,0.0,5.636,20.0,Money,20170331,347no city20170331
39000,347,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:17:00,3.05,0.0,11.270999999999999,40.0,Money,20170331,347no city20170331
39000,350,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:20:00,3.05,0.0,7.045,25.0,Debit Card,20170331,350no city20170331
39000,351,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:20:00,3.05,0.0,28.177,100.0,Money,20170331,351no city20170331
39000,355,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:23:00,3.05,0.0,14.089,50.0,Debit Card,20170331,355no city20170331
39000,357,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:24:00,3.05,0.0,14.089,50.0,Money,20170331,357no city20170331
39000,358,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:24:00,3.05,0.0,8.451,29.99,Money,20170331,358no city20170331
39000,359,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:25:00,3.05,0.0,14.089,50.0,Money,20170331,359no city20170331
39000,361,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:26:00,3.05,0.0,14.089,50.0,Credit Card,20170331,361no city20170331
39000,366,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:28:00,3.05,0.0,14.089,50.0,Debit Card,20170331,366no city20170331
39000,369,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:30:00,3.05,0.0,14.089,50.0,Money,20170331,369no city20170331
39000,367,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:30:00,3.05,0.0,2.818,10.0,Money,20170331,367no city20170331
39000,374,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:34:00,3.05,0.0,2.818,10.0,Money,20170331,374no city20170331
39000,377,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:35:00,3.05,0.0,14.089,50.0,Debit Card,20170331,377no city20170331
39000,381,Donna Bailey,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 09:38:00,2.51,0.0,71.455,200.0,Money,20170331,381no city20170331
39000,383,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:38:00,3.05,0.0,14.089,50.0,Credit Card,20170331,383no city20170331
39000,384,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:40:00,3.05,0.0,40.86,145.01,Debit Card,20170331,384no city20170331
39000,386,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:41:00,3.05,0.0,2.818,10.0,Money,20170331,386no city20170331
39000,387,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:41:00,3.05,0.0,5.636,20.0,Money,20170331,387no city20170331
39000,387,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:41:00,3.05,0.0,5.636,20.0,Money,20170331,387no city20170331
39000,386,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:41:00,3.05,0.0,5.636,20.0,Money,20170331,386no city20170331
39000,386,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:41:00,3.05,0.0,5.636,20.0,Money,20170331,386no city20170331
39000,388,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:42:00,3.05,0.0,2.821,10.01,Money,20170331,388no city20170331
39000,391,Rosie Mullins,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 09:43:00,2.56,0.0,69.711,200.0,Money,20170331,391no city20170331
39000,391,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:43:00,3.05,0.0,5.636,20.0,Money,20170331,391no city20170331
39000,395,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:45:00,3.05,0.0,28.177,100.0,Money,20170331,395no city20170331
39000,397,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:46:00,3.05,0.0,10.144,36.0,Money,20170331,397no city20170331
39000,396,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:46:00,3.05,0.0,47.56,168.79,Credit Card,20170331,396no city20170331
39000,398,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:46:00,3.05,0.0,5.636,20.0,Money,20170331,398no city20170331
39000,400,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:47:00,3.05,0.0,8.454,30.0,Money,20170331,400no city20170331
39000,404,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:50:00,3.05,0.0,8.454,30.0,Money,20170331,404no city20170331
39000,407,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:52:00,3.05,0.0,14.089,50.0,Money,20170331,407no city20170331
39000,408,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:55:00,3.05,0.0,52.41,186.0,Credit Card,20170331,408no city20170331
39000,409,Donna Bailey,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 09:57:00,2.51,0.0,62.73,175.58,Debit Card,20170331,409no city20170331
39000,409,Donna Bailey,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 09:57:00,2.51,0.0,20.261,56.71,Debit Card,20170331,409no city20170331
39000,410,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:58:00,3.05,0.0,36.010999999999996,127.8,Debit Card,20170331,410no city20170331
39000,411,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 09:58:00,3.05,0.0,14.089,50.0,Money,20170331,411no city20170331
39000,415,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:02:00,3.05,0.0,14.089,50.0,Credit Card,20170331,415no city20170331
39000,418,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:04:00,3.05,0.0,5.636,20.0,Money,20170331,418no city20170331
39000,421,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:05:00,3.05,0.0,14.089,50.0,Money,20170331,421no city20170331
39000,424,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:06:00,3.05,0.0,12.68,45.0,Money,20170331,424no city20170331
39000,431,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:13:00,3.05,0.0,4.227,15.0,Money,20170331,431no city20170331
39000,432,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:15:00,3.05,0.0,53.54,190.01,Money,20170331,432no city20170331
39000,434,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:17:00,3.05,0.0,5.636,20.0,Debit Card,20170331,434no city20170331
39000,435,Devin Copeland,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 10:18:00,2.56,0.0,17.428,50.0,Money,20170331,435no city20170331
39000,435,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:18:00,3.05,0.0,5.636,20.0,Money,20170331,435no city20170331
39000,439,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:20:00,3.05,0.0,14.089,50.0,Money,20170331,439no city20170331
39000,438,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:20:00,3.05,0.0,5.636,20.0,Money,20170331,438no city20170331
39000,441,Donna Bailey,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 10:22:00,2.56,0.0,34.856,100.0,Money,20170331,441no city20170331
39000,444,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:24:00,3.05,0.0,5.636,20.0,Money,20170331,444no city20170331
39000,447,Lester Zimmerman,Special Gasoline,Fuel,Lois Anderson,Agririe,2017-03-31 10:26:00,3.05,0.0,34.661,123.01,Credit Card,20170331,447agririe20170331
39000,448,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:26:00,3.05,0.0,6.481,23.0,Money,20170331,448no city20170331
39000,449,Lester Zimmerman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:28:00,3.05,0.0,1.409,5.0,Money,20170331,449no city20170331
39000,449,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:28:00,3.05,0.0,1.409,5.0,Money,20170331,449no city20170331
39000,452,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:32:00,3.05,0.0,24.241,86.03,Money,20170331,452no city20170331
39000,454,Donna Bailey,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 10:34:00,2.56,0.0,38.341,110.0,Credit Card,20170331,454no city20170331
39000,455,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:35:00,3.05,0.0,11.270999999999999,40.0,Money,20170331,455no city20170331
39000,455,Lester Zimmerman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 10:35:00,2.51,0.0,17.864,50.0,Money,20170331,455no city20170331
39000,460,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:37:00,3.05,0.0,28.177,100.0,Money,20170331,460no city20170331
39000,463,Curtis Newman,Lubricant,Lubricant,Customer not informed,No City,2017-03-31 10:38:00,6.647,0.0,1.0,14.0,Money,20170331,463no city20170331
39000,464,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:38:00,3.05,0.0,22.539,79.99,Money,20170331,464no city20170331
39000,465,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:38:00,3.05,0.0,5.636,20.0,Money,20170331,465no city20170331
39000,464,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:38:00,3.05,0.0,22.541999999999998,80.0,Money,20170331,464no city20170331
39000,468,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:39:00,3.05,0.0,14.089,50.0,Money,20170331,468no city20170331
39000,470,Rosie Mullins,Special Diesel,Fuel,Arthur Mason,Froit,2017-03-31 10:41:00,2.51,0.0,142.909,400.0,Money,20170331,470froit20170331
39000,475,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:46:00,3.05,0.0,56.354,200.0,Money,20170331,475no city20170331
39000,480,Brandon Martin,Special Diesel,Fuel,Ruth Quinn,Agririe,2017-03-31 10:50:00,2.51,0.0,36.442,102.0,Credit Card,20170331,480agririe20170331
39000,483,Rosie Mullins,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:57:00,3.05,0.0,14.089,50.0,Money,20170331,483no city20170331
39000,483,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:57:00,3.05,0.0,1.97,6.99,Money,20170331,483no city20170331
39000,485,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 10:58:00,3.05,0.0,5.636,20.0,Money,20170331,485no city20170331
39000,486,Rosie Mullins,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 10:59:00,2.51,0.0,17.864,50.0,Pre-paid check / Pre- date check,20170331,486no city20170331
39000,486,Donna Bailey,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 10:59:00,2.56,0.0,31.37,90.0,Pre-paid check / Pre- date check,20170331,486no city20170331
39000,493,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:02:00,3.05,0.0,3.1,11.0,Credit Card,20170331,493no city20170331
39000,495,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:04:00,3.05,0.0,14.089,50.0,Money,20170331,495no city20170331
39000,500,Curtis Newman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 11:07:00,2.51,0.0,17.864,50.0,Money,20170331,500no city20170331
39000,500,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:07:00,3.05,0.0,2.821,10.01,Money,20170331,500no city20170331
39000,503,Jeannette Norman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 11:11:00,2.51,0.0,21.436999999999998,60.0,Money,20170331,503no city20170331
39000,506,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:13:00,3.05,0.0,28.177,100.0,Money,20170331,506no city20170331
39000,509,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:16:00,3.05,0.0,8.454,30.0,Credit Card,20170331,509no city20170331
39000,516,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:26:00,3.05,0.0,53.472,189.77,Money,20170331,516no city20170331
39000,518,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:27:00,3.05,0.0,41.141999999999996,146.01,Credit Card,20170331,518no city20170331
39000,519,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:28:00,3.05,0.0,11.270999999999999,40.0,Money,20170331,519no city20170331
39000,519,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:28:00,3.05,0.0,2.818,10.0,Money,20170331,519no city20170331
39000,519,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:28:00,3.05,0.0,14.089,50.0,Money,20170331,519no city20170331
39000,521,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:29:00,3.05,0.0,2.818,10.0,Debit Card,20170331,521no city20170331
39000,524,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:31:00,3.05,0.0,14.089,50.0,Money,20170331,524no city20170331
39000,525,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:32:00,3.05,0.0,29.8,105.76,Credit Card,20170331,525no city20170331
39000,527,Guy Rivera,Special Gasoline,Fuel,Melanie Ortega,Devale,2017-03-31 11:34:00,3.05,0.0,32.041,113.71,Money,20170331,527devale20170331
39000,529,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:37:00,3.05,0.0,13.81,49.01,Money,20170331,529no city20170331
39000,532,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:38:00,3.05,0.0,28.177,100.0,Money,20170331,532no city20170331
39000,535,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:39:00,3.05,0.0,5.636,20.0,Money,20170331,535no city20170331
39000,535,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:39:00,3.05,0.0,5.636,20.0,Money,20170331,535no city20170331
39000,540,Jeannette Norman,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 11:44:00,2.51,0.0,82.17299999999999,230.0,Pre-paid check / Pre- date check,20170331,540no city20170331
39000,541,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:45:00,3.05,0.0,14.089,50.0,Money,20170331,541no city20170331
39000,541,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:45:00,3.05,0.0,5.5089999999999995,19.55,Money,20170331,541no city20170331
39000,543,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:47:00,3.05,0.0,14.089,50.0,Money,20170331,543no city20170331
39000,547,Jeannette Norman,Diesel Auto Clean,Fuel,Arthur Mason,Froit,2017-03-31 11:49:00,2.56,0.0,644.999,1850.5,Extended payment plan/ In installments,20170331,547froit20170331
39000,547,Jeannette Norman,Additives And Fluids,Additives And Fluids,Arthur Mason,Froit,2017-03-31 11:49:00,32.274,0.0,2.0,110.0,Extended payment plan/ In installments,20170331,547froit20170331
39000,546,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:49:00,3.05,0.0,44.52,158.0,Money,20170331,546no city20170331
39000,548,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:50:00,3.05,0.0,14.089,50.0,Debit Card,20170331,548no city20170331
39000,549,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:51:00,3.05,0.0,6.199,22.0,Money,20170331,549no city20170331
39000,555,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:54:00,3.05,0.0,28.177,100.0,Money,20170331,555no city20170331
39000,557,Curtis Newman,Diesel Auto Clean,Fuel,Pearl Ramsey,Wadena,2017-03-31 11:54:00,2.56,0.0,64.59100000000001,185.31,Credit Card,20170331,557wadena20170331
39000,555,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:54:00,3.05,0.0,42.26600000000001,150.0,Money,20170331,555no city20170331
39000,555,Jeannette Norman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:54:00,3.05,0.0,5.642,20.02,Money,20170331,555no city20170331
39000,559,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 11:55:00,3.05,0.0,7.045,25.0,Credit Card,20170331,559no city20170331
39000,1417,Brandon Martin,Diesel Auto Clean,Fuel,Katrina Simpson,Sriaron,2017-03-31 12:15:00,2.56,0.0,50.541000000000004,145.0,Money,20170331,1417sriaron20170331
39000,1420,Donna Bailey,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:20:00,3.05,0.0,4.2410000000000005,15.05,Credit Card,20170331,1420no city20170331
39000,1428,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:24:00,3.05,0.0,39.451,140.01,Money,20170331,1428no city20170331
39000,1427,Devin Copeland,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 12:24:00,2.51,0.0,35.728,100.0,Money,20170331,1427no city20170331
39000,1429,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:26:00,3.05,0.0,2.818,10.0,Money,20170331,1429no city20170331
39000,1431,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:27:00,3.05,0.0,33.813,120.0,Money,20170331,1431no city20170331
39000,1431,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:27:00,3.05,0.0,28.177,100.0,Money,20170331,1431no city20170331
39000,1432,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:28:00,3.05,0.0,5.636,20.0,Money,20170331,1432no city20170331
39000,1435,Devin Copeland,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.043,0.0,5.636,20.0,Money,20170331,1435no city20170331
39000,1435,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.043,0.0,36.631,130.0,Money,20170331,1435no city20170331
39000,1434,Donna Bailey,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.043,0.0,14.089,50.0,Money,20170331,1434no city20170331
39000,1436,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.05,0.0,2.818,10.0,Money,20170331,1436no city20170331
39000,1435,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.05,0.0,2.821,10.01,Money,20170331,1435no city20170331
39000,1435,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.05,0.0,19.724,70.0,Money,20170331,1435no city20170331
39000,1435,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:30:00,3.05,0.0,2.818,10.0,Money,20170331,1435no city20170331
39000,1437,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:31:00,3.05,0.0,14.089,50.0,Money,20170331,1437no city20170331
39000,1438,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:32:00,3.05,0.0,10.432,37.02,Money,20170331,1438no city20170331
39000,1440,Donna Bailey,Special Diesel,Fuel,Customer not informed,No City,2017-03-31 12:33:00,2.51,0.0,35.728,100.0,Money,20170331,1440no city20170331
39000,1443,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:34:00,3.05,0.0,14.089,50.0,Money,20170331,1443no city20170331
39000,1443,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:34:00,3.05,0.0,2.818,10.0,Money,20170331,1443no city20170331
39000,1443,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:34:00,3.05,0.0,5.636,20.0,Money,20170331,1443no city20170331
39000,1443,Donna Bailey,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:34:00,3.043,0.0,14.089,50.0,Money,20170331,1443no city20170331
39000,1443,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:34:00,3.05,0.0,5.636,20.0,Money,20170331,1443no city20170331
39000,1444,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:35:00,3.05,0.0,5.636,20.0,Money,20170331,1444no city20170331
39000,1444,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:35:00,3.05,0.0,5.636,20.0,Money,20170331,1444no city20170331
39000,1444,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:35:00,3.05,0.0,16.907,60.0,Money,20170331,1444no city20170331
39000,1445,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:36:00,3.05,0.0,2.818,10.0,Money,20170331,1445no city20170331
39000,1445,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:36:00,3.05,0.0,3.3819999999999997,12.0,Money,20170331,1445no city20170331
39000,1445,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:36:00,3.05,0.0,8.454,30.0,Money,20170331,1445no city20170331
39000,1445,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:36:00,3.043,0.0,4.227,15.0,Money,20170331,1445no city20170331
39000,1445,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:36:00,3.043,0.0,5.636,20.0,Money,20170331,1445no city20170331
39000,1447,Curtis Newman,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:37:00,3.05,0.0,28.177,100.0,Money,20170331,1447no city20170331
39000,1447,Donna Bailey,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:37:00,3.043,0.0,5.642,20.02,Money,20170331,1447no city20170331
39000,1448,Brandon Martin,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:37:00,3.043,0.0,16.907,60.0,Money,20170331,1448no city20170331
39000,1447,Curtis Newman,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:37:00,3.043,0.0,5.636,20.0,Money,20170331,1447no city20170331
39000,1447,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:37:00,3.05,0.0,14.089,50.0,Money,20170331,1447no city20170331
39000,1448,Devin Copeland,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 12:37:00,2.56,0.0,34.856,100.0,Money,20170331,1448no city20170331
39000,1447,Brandon Martin,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 12:37:00,2.56,0.0,17.428,50.0,Money,20170331,1447no city20170331
39000,1449,Brandon Martin,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 12:38:00,2.56,0.0,64.49,185.02,Money,20170331,1449no city20170331
39000,1450,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:40:00,3.05,0.0,5.636,20.0,Money,20170331,1450no city20170331
39000,1451,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:41:00,3.05,0.0,44.24100000000001,157.01,Money,20170331,1451no city20170331
39000,1454,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:43:00,3.05,0.0,5.636,20.0,Money,20170331,1454no city20170331
39000,1454,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:43:00,3.05,0.0,19.724,70.0,Money,20170331,1454no city20170331
39000,1454,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:43:00,3.043,0.0,8.454,30.0,Money,20170331,1454no city20170331
39000,1454,Terri Tran,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:43:00,3.043,0.0,5.636,20.0,Money,20170331,1454no city20170331
39000,1455,Curtis Newman,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:44:00,3.043,0.0,5.636,20.0,Money,20170331,1455no city20170331
39000,1457,Terri Tran,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:45:00,3.05,0.0,8.454,30.0,Money,20170331,1457no city20170331
39000,1457,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:45:00,3.05,0.0,8.454,30.0,Money,20170331,1457no city20170331
39000,1458,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:45:00,3.05,0.0,0.86,3.05,Money,20170331,1458no city20170331
39000,1458,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:45:00,3.05,0.0,4.791,17.0,Money,20170331,1458no city20170331
39000,1457,Brandon Martin,Diesel Auto Clean,Fuel,Customer not informed,No City,2017-03-31 12:45:00,2.56,0.0,41.827,120.0,Money,20170331,1457no city20170331
39000,1462,Guy Rivera,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:49:00,3.05,0.0,39.22,139.19,Credit Card,20170331,1462no city20170331
39000,1463,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:50:00,3.05,0.0,14.089,50.0,Money,20170331,1463no city20170331
39000,1465,Brandon Martin,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:52:00,3.05,0.0,11.270999999999999,40.0,Debit Card,20170331,1465no city20170331
39000,1466,Guy Rivera,Gasoline,Fuel,Meghan Howell,Wadena,2017-03-31 12:53:00,3.043,0.0,40.0,144.2,Credit Card,20170331,1466wadena20170331
39000,1467,Devin Copeland,Ethanol,Fuel,Samuel Walton,Agririe,2017-03-31 12:54:00,2.938,0.0,43.04,138.12,Credit Card,20170331,1467agririe20170331
39000,1469,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:55:00,3.05,0.0,2.818,10.0,Money,20170331,1469no city20170331
39000,1470,Guy Rivera,Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:55:00,3.043,0.0,14.370999999999999,51.0,Money,20170331,1470no city20170331
39000,1470,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:55:00,3.05,0.0,1.409,5.0,Money,20170331,1470no city20170331
39000,1473,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:56:00,3.05,0.0,14.089,50.0,Money,20170331,1473no city20170331
39000,1473,Lance West,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:56:00,3.05,0.0,11.270999999999999,40.0,Money,20170331,1473no city20170331
39000,1472,Guy Rivera,Ethanol,Fuel,Customer not informed,No City,2017-03-31 12:56:00,2.938,0.0,43.57899999999999,135.05,Credit Card,20170331,1472no city20170331
39000,1471,Devin Copeland,Special Gasoline,Fuel,Customer not informed,No City,2017-03-31 12:56:00,3.05,0.0,7.045,25.0,Money,20170331,1471no city20170331
